v1
v0.8.2
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),Intel Core i5-10600K CPU @ 4.10GHz,AMD Radeon RX 9070 XT (RADV GFX1201),32148228,7.0.1-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
100.466,9.95361,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,393691075
99.5487,10.0453,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,403737873
100.424,9.9578,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,413695715
99.6636,10.0338,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,423730617
100.346,9.96548,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,433696124
99.2172,10.0789,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,443778338
100.26,9.97407,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,453752272
99.9632,10.0037,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,463756961
99.8268,10.0173,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,473775546
100.171,9.98295,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,483759221
100.366,9.96353,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,493723115
99.9458,10.0054,20.7064,0,0,68,0,350,0,0,0,12.5358,0.733524,0,4502,503731410
100.346,9.96552,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,513694479
99.4583,10.0545,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,523750532
100.535,9.94677,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,533697114
99.0472,10.0962,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,543795554
100.556,9.94474,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,553740510
99.9378,10.0062,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,563747464
100.406,9.95957,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,573706877
99.6357,10.0366,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,583745185
100.44,9.95616,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,593700769
99.6042,10.0397,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,603742010
100.459,9.95432,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,613695757
99.5158,10.0487,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,623745918
100.445,9.95573,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,633701448
99.5416,10.046,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,643749173
100.333,9.96682,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,653715929
99.701,10.03,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,663746980
100.456,9.95457,20.9302,0,0,68,0,350,0,0,0,12.6224,0.733524,0,4498,673701288
